station,time,From Date,To Date,PM2.5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,RH,WS,WD,SR,BP,AT,RF,TOT-RF,latitude,longitude
"Okhla Phase-2, Delhi - DPCC",2022-01-11 20:30:00,2022-01-11 20:00:00,2022-01-11 21:00:00,109.5,163.0,10.92,42.63,31.57,31.1,9.95,0.88,14.48,3.9,30.43,74.4,1.07,157.38,4.15,992.65,11.68,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-11 21:30:00,2022-01-11 21:00:00,2022-01-11 22:00:00,103.75,143.5,8.28,43.08,29.58,29.82,9.72,0.85,14.0,3.4,27.23,74.0,1.7,171.4,4.1,992.7,11.7,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-11 22:30:00,2022-01-11 22:00:00,2022-01-11 23:00:00,98.75,140.5,8.45,44.15,30.35,32.17,8.25,0.78,12.9,3.25,37.97,75.45,1.65,177.5,4.1,992.67,11.57,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-11 23:30:00,2022-01-11 23:00:00,2022-01-12 00:00:00,96.0,148.75,19.18,44.83,39.6,34.1,7.95,0.7,6.55,2.9,30.7,78.95,1.1,158.75,4.12,992.6,11.2,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-12 00:30:00,2022-01-12 00:00:00,2022-01-12 01:00:00,99.25,155.25,13.57,40.2,32.45,35.0,7.63,0.63,6.95,2.65,17.32,78.9,1.18,164.22,4.17,992.4,11.08,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-12 01:30:00,2022-01-12 01:00:00,2022-01-12 02:00:00,100.5,141.0,13.25,36.15,30.07,34.78,8.55,0.6,6.2,2.62,15.2,80.32,0.62,141.2,4.2,992.08,10.6,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-12 02:30:00,2022-01-12 02:00:00,2022-01-12 03:00:00,99.5,139.5,14.15,34.33,29.85,31.83,10.42,0.55,4.83,2.58,13.8,81.92,0.7,165.97,4.15,991.75,10.0,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-12 03:30:00,2022-01-12 03:00:00,2022-01-12 04:00:00,89.25,133.0,15.27,32.65,29.77,29.38,10.6,0.5,5.25,2.27,9.82,82.3,1.1,165.0,4.18,991.55,9.65,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-12 04:30:00,2022-01-12 04:00:00,2022-01-12 05:00:00,80.5,126.5,20.02,33.05,33.95,27.85,11.02,0.5,3.25,2.15,10.78,82.85,0.78,161.02,4.2,991.65,9.3,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-12 05:30:00,2022-01-12 05:00:00,2022-01-12 06:00:00,80.0,126.75,18.6,34.33,33.48,29.27,11.4,0.53,4.15,2.38,16.85,82.58,0.75,168.5,4.2,991.85,9.45,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-12 06:30:00,2022-01-12 06:00:00,2022-01-12 07:00:00,85.25,135.25,22.65,35.12,37.17,32.25,9.77,0.72,3.92,2.9,21.9,82.12,0.68,166.55,4.17,992.4,9.55,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-12 07:30:00,2022-01-12 07:00:00,2022-01-12 08:00:00,91.5,144.5,33.88,43.1,50.55,32.83,9.15,0.77,4.22,3.7,29.85,80.92,1.07,167.7,10.22,993.07,9.62,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-12 08:30:00,2022-01-12 08:00:00,2022-01-12 09:00:00,91.0,142.0,22.7,45.77,42.85,34.55,8.93,0.88,6.7,3.7,33.77,78.67,0.9,200.82,38.1,994.33,10.2,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-12 09:30:00,2022-01-12 09:00:00,2022-01-12 10:00:00,99.0,149.75,16.65,41.38,35.53,35.02,10.68,0.83,10.12,3.2,24.52,73.05,1.68,172.35,68.27,994.88,11.45,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-12 10:30:00,2022-01-12 10:00:00,2022-01-12 11:00:00,111.25,173.75,11.55,38.35,29.77,28.83,13.67,0.77,21.18,3.12,21.15,67.88,1.27,158.62,124.18,994.98,12.7,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-12 11:30:00,2022-01-12 11:00:00,2022-01-12 12:00:00,,,12.6,44.33,33.88,27.98,13.93,0.83,22.32,2.67,19.73,61.6,1.12,162.48,194.7,994.28,14.65,0.5,2.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-12 12:30:00,2022-01-12 12:00:00,2022-01-12 13:00:00,158.0,210.0,10.73,51.3,36.08,28.47,17.0,0.8,33.47,2.9,26.15,58.33,1.12,181.03,291.68,993.25,16.02,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-12 13:30:00,2022-01-12 13:00:00,2022-01-12 14:00:00,152.5,204.0,7.62,54.97,35.17,32.15,16.25,0.8,50.58,3.02,29.38,56.82,1.07,133.18,230.1,992.33,17.05,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-12 14:30:00,2022-01-12 14:00:00,2022-01-12 15:00:00,131.0,182.25,5.32,50.95,31.45,35.3,12.12,0.8,61.15,3.02,35.65,55.97,1.32,163.53,148.18,991.92,17.23,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-12 15:30:00,2022-01-12 15:00:00,2022-01-12 16:00:00,116.0,171.0,4.3,51.23,30.7,35.2,10.33,0.77,63.6,2.87,26.87,58.33,1.4,162.8,97.2,991.57,16.67,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-12 16:30:00,2022-01-12 16:00:00,2022-01-12 17:00:00,98.5,155.0,5.55,57.55,35.15,36.15,9.05,0.7,43.45,2.58,21.15,60.2,0.77,152.15,45.65,991.5,15.85,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-12 17:30:00,2022-01-12 17:00:00,2022-01-12 18:00:00,91.5,158.75,13.65,69.2,48.03,34.7,8.47,0.83,20.8,2.9,26.1,65.6,0.52,115.7,11.9,991.85,14.5,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-12 18:30:00,2022-01-12 18:00:00,2022-01-12 19:00:00,121.0,190.75,22.07,73.55,57.1,33.85,10.23,1.23,5.45,4.33,40.25,71.0,0.33,240.0,4.17,992.3,13.25,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-12 19:30:00,2022-01-12 19:00:00,2022-01-12 20:00:00,154.25,234.5,46.45,72.17,76.1,31.98,11.27,1.73,4.17,5.25,51.08,74.97,0.35,108.22,4.1,992.7,12.38,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-12 20:30:00,2022-01-12 20:00:00,2022-01-12 21:00:00,170.75,268.5,74.92,73.8,100.2,32.38,11.43,2.25,3.58,6.83,54.45,77.35,0.6,152.8,4.17,993.27,12.07,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-12 21:30:00,2022-01-12 21:00:00,2022-01-12 22:00:00,197.5,305.25,155.55,66.88,162.53,35.4,12.4,3.02,3.55,8.2,72.92,79.38,0.45,143.27,4.2,993.6,11.55,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-12 22:30:00,2022-01-12 22:00:00,2022-01-12 23:00:00,217.0,341.25,187.5,64.47,186.97,38.2,12.57,3.2,4.08,9.25,76.02,82.15,0.5,154.32,4.2,993.85,11.03,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-12 23:30:00,2022-01-12 23:00:00,2022-01-13 00:00:00,218.75,347.5,185.0,55.1,180.03,41.25,12.45,3.1,4.72,10.42,93.0,83.12,0.53,158.68,4.2,993.65,10.88,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-13 00:30:00,2022-01-13 00:00:00,2022-01-13 01:00:00,224.5,362.25,251.73,48.3,230.85,36.42,12.47,1.95,4.42,10.27,110.0,83.55,0.35,159.68,4.2,993.08,10.55,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-13 01:30:00,2022-01-13 01:00:00,2022-01-13 02:00:00,227.0,402.5,292.43,42.85,261.2,39.1,11.98,1.98,3.2,10.6,108.3,84.28,0.33,163.68,4.17,992.65,10.2,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-13 02:30:00,2022-01-13 02:00:00,2022-01-13 03:00:00,228.5,378.75,338.8,39.0,297.57,31.52,14.85,1.98,2.15,10.62,124.22,84.7,0.38,150.43,4.17,992.58,9.93,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-13 03:30:00,2022-01-13 03:00:00,2022-01-13 04:00:00,227.25,393.0,372.9,44.78,328.25,36.1,15.38,2.1,3.5,10.5,115.38,85.1,0.33,144.47,4.17,992.33,9.77,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-13 04:30:00,2022-01-13 04:00:00,2022-01-13 05:00:00,229.75,387.25,277.65,28.25,241.45,29.95,14.55,1.78,3.53,10.18,114.38,85.17,0.3,144.4,4.2,992.08,9.53,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-13 05:30:00,2022-01-13 05:00:00,2022-01-13 06:00:00,214.25,323.0,391.23,39.33,338.67,26.27,16.73,2.2,5.33,10.22,136.5,85.4,0.4,144.57,4.15,992.1,9.2,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-13 06:30:00,2022-01-13 06:00:00,2022-01-13 07:00:00,237.0,420.25,429.17,35.7,369.05,38.8,15.6,2.4,4.55,12.05,144.5,85.75,0.45,144.7,4.12,992.68,9.08,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-13 07:30:00,2022-01-13 07:00:00,2022-01-13 08:00:00,253.25,404.5,358.73,39.67,313.45,41.9,10.57,2.5,5.3,13.4,145.28,85.75,0.48,137.95,10.07,993.25,9.07,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-13 08:30:00,2022-01-13 08:00:00,2022-01-13 09:00:00,262.25,402.5,226.38,51.27,211.7,46.2,8.45,2.05,5.6,13.12,131.7,85.58,0.45,150.15,37.25,994.1,10.08,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-13 09:30:00,2022-01-13 09:00:00,2022-01-13 10:00:00,252.25,412.0,128.1,87.0,150.97,47.0,6.2,1.53,4.95,11.9,113.5,83.97,0.98,164.15,76.43,994.85,11.05,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-13 10:30:00,2022-01-13 10:00:00,2022-01-13 11:00:00,256.0,403.5,46.95,105.83,94.35,39.5,5.8,1.17,12.07,9.57,95.75,75.05,0.7,111.38,120.75,995.25,13.05,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-13 11:30:00,2022-01-13 11:00:00,2022-01-13 12:00:00,269.75,379.75,35.23,114.2,89.45,41.4,5.88,1.53,10.08,9.3,93.55,72.35,1.17,178.75,91.97,994.92,13.77,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-13 12:30:00,2022-01-13 12:00:00,2022-01-13 13:00:00,297.5,415.0,14.17,94.62,61.93,38.33,6.53,0.9,24.02,7.57,79.22,67.0,1.27,167.62,155.28,993.98,15.1,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-13 13:30:00,2022-01-13 13:00:00,2022-01-13 14:00:00,252.5,340.5,7.85,83.78,50.98,38.65,9.68,0.65,38.42,5.48,60.5,63.65,0.88,244.03,147.73,992.83,16.05,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-13 14:30:00,2022-01-13 14:00:00,2022-01-13 15:00:00,237.5,332.5,5.3,86.58,50.35,44.3,9.57,0.58,41.82,5.92,59.08,63.0,0.7,148.18,120.65,991.98,16.27,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-13 15:30:00,2022-01-13 15:00:00,2022-01-13 16:00:00,234.25,333.0,4.28,86.4,49.48,45.43,8.65,0.57,50.0,5.72,72.55,62.67,0.53,286.9,75.67,991.6,16.4,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-13 16:30:00,2022-01-13 16:00:00,2022-01-13 17:00:00,265.0,384.5,4.15,96.28,54.62,48.05,8.72,1.1,39.27,7.23,94.28,68.47,0.6,307.12,36.0,991.52,15.37,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-13 17:30:00,2022-01-13 17:00:00,2022-01-13 18:00:00,348.5,526.5,12.7,112.7,70.35,48.65,8.58,1.4,18.3,10.0,144.38,74.15,0.38,294.42,9.8,991.62,13.95,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-13 18:30:00,2022-01-13 18:00:00,2022-01-13 19:00:00,369.75,560.0,28.48,107.42,80.35,44.1,9.93,2.2,6.25,11.88,182.9,79.72,0.3,293.4,4.12,992.1,12.83,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-13 19:30:00,2022-01-13 19:00:00,2022-01-13 20:00:00,427.75,628.5,33.95,93.3,77.3,44.6,11.15,2.6,7.2,13.07,170.3,81.97,0.32,293.43,4.1,992.55,12.38,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-13 20:30:00,2022-01-13 20:00:00,2022-01-13 21:00:00,476.75,673.0,55.67,87.75,92.03,42.9,12.25,3.27,5.47,13.67,186.58,83.22,0.45,293.5,4.15,993.05,11.95,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-13 21:30:00,2022-01-13 21:00:00,2022-01-13 22:00:00,474.75,646.5,73.25,78.88,101.72,43.15,12.38,3.42,6.83,,166.72,84.02,0.47,293.5,4.12,993.42,11.65,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-13 22:30:00,2022-01-13 22:00:00,2022-01-13 23:00:00,480.75,643.5,119.75,80.1,140.3,48.45,12.45,3.88,9.38,14.55,174.22,84.4,0.85,241.8,4.15,993.55,11.32,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-13 23:30:00,2022-01-13 23:00:00,2022-01-14 00:00:00,448.0,612.0,100.6,74.1,121.35,48.28,11.38,2.83,6.2,13.65,143.97,83.75,0.68,180.55,4.1,993.52,11.0,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-14 00:30:00,2022-01-14 00:00:00,2022-01-14 01:00:00,315.5,445.0,50.58,63.23,74.95,45.8,9.57,0.85,3.57,12.68,114.75,83.75,0.7,167.75,4.1,993.02,10.8,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-14 01:30:00,2022-01-14 01:00:00,2022-01-14 02:00:00,229.0,339.25,53.68,52.4,71.7,44.9,10.18,0.57,4.68,9.78,84.53,84.03,0.38,146.32,4.12,992.9,10.3,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-14 02:30:00,2022-01-14 02:00:00,2022-01-14 03:00:00,211.75,304.75,60.83,42.53,72.03,38.62,11.75,0.4,3.05,9.75,93.22,84.88,0.45,147.55,4.1,992.8,10.0,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-14 03:30:00,2022-01-14 03:00:00,2022-01-14 04:00:00,200.75,294.5,113.88,41.92,116.08,34.58,12.93,0.23,3.55,7.75,74.38,85.2,0.4,162.15,4.1,992.6,9.78,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-14 04:30:00,2022-01-14 04:00:00,2022-01-14 05:00:00,234.0,335.0,192.3,32.27,172.72,31.25,14.95,0.7,4.17,8.05,60.3,85.47,0.33,158.75,4.1,992.35,9.4,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-14 05:30:00,2022-01-14 05:00:00,2022-01-14 06:00:00,280.75,396.75,179.07,32.17,162.65,36.95,14.52,1.1,4.12,9.53,63.18,85.65,0.42,153.68,4.15,992.62,9.55,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-14 06:30:00,2022-01-14 06:00:00,2022-01-14 07:00:00,233.5,348.5,93.1,39.72,97.03,44.12,12.53,0.93,4.35,10.35,78.05,85.5,1.45,166.38,4.12,993.42,9.9,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-14 07:30:00,2022-01-14 07:00:00,2022-01-14 08:00:00,175.75,289.25,54.35,46.88,69.25,45.95,12.22,0.43,3.75,8.22,67.17,85.22,0.68,162.9,7.3,994.38,9.9,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-14 08:30:00,2022-01-14 08:00:00,2022-01-14 09:00:00,156.75,290.0,28.2,48.27,48.75,45.55,11.78,0.3,3.93,7.33,92.17,85.05,0.75,180.62,18.15,995.12,10.08,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-14 09:30:00,2022-01-14 09:00:00,2022-01-14 10:00:00,177.0,351.0,20.25,50.15,43.17,43.42,14.65,0.35,4.77,7.05,63.62,84.48,1.0,155.25,33.73,996.03,10.22,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-14 10:30:00,2022-01-14 10:00:00,2022-01-14 11:00:00,185.0,343.25,18.5,53.12,43.35,42.3,17.23,0.45,5.05,7.08,76.4,81.65,0.68,130.77,63.88,996.27,11.15,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-14 11:30:00,2022-01-14 11:00:00,2022-01-14 12:00:00,203.5,351.0,16.75,58.8,44.92,40.05,17.88,0.5,16.4,7.12,73.2,74.4,1.02,232.62,135.38,995.7,12.62,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-14 12:30:00,2022-01-14 12:00:00,2022-01-14 13:00:00,275.5,392.0,12.8,66.43,45.73,38.98,18.67,1.08,23.55,6.95,82.95,67.67,0.45,137.3,164.28,995.0,14.58,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-14 13:30:00,2022-01-14 13:00:00,2022-01-14 14:00:00,287.5,381.5,7.35,65.93,41.0,38.88,17.75,0.97,37.62,5.65,60.33,62.55,0.93,158.47,213.05,993.8,15.97,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-14 14:30:00,2022-01-14 14:00:00,2022-01-14 15:00:00,260.0,344.75,8.75,82.57,51.05,40.75,16.93,1.23,24.93,6.43,57.98,67.55,2.08,178.7,110.6,992.95,15.22,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-14 15:30:00,2022-01-14 15:00:00,2022-01-14 16:00:00,268.0,377.0,6.8,70.92,43.27,42.65,16.3,1.1,25.45,8.15,73.05,71.4,2.08,175.4,87.27,992.52,14.1,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-14 16:30:00,2022-01-14 16:00:00,2022-01-14 17:00:00,251.25,355.5,7.1,70.2,43.1,41.9,13.1,1.08,15.75,8.8,151.38,74.4,1.93,171.1,53.17,992.55,12.93,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-14 17:30:00,2022-01-14 17:00:00,2022-01-14 18:00:00,236.5,342.5,15.17,71.08,50.2,41.03,11.0,1.17,6.57,8.88,119.28,77.08,1.65,170.3,14.08,992.9,12.18,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-14 18:30:00,2022-01-14 18:00:00,2022-01-14 19:00:00,237.0,334.25,24.65,67.0,55.73,36.97,10.87,1.3,3.15,9.55,105.8,78.7,1.2,160.6,4.15,993.3,11.5,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-14 19:30:00,2022-01-14 19:00:00,2022-01-14 20:00:00,248.5,341.75,45.65,63.0,70.7,32.45,11.38,1.8,3.97,8.12,86.27,81.98,0.88,166.78,4.15,993.45,10.75,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-14 20:30:00,2022-01-14 20:00:00,2022-01-14 21:00:00,269.5,381.0,94.65,59.75,108.85,25.65,12.45,2.38,3.28,9.8,95.6,83.65,0.43,172.6,4.17,993.73,10.3,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-14 21:30:00,2022-01-14 21:00:00,2022-01-14 22:00:00,279.5,409.75,121.57,55.8,128.78,23.92,13.0,2.65,3.8,8.47,105.25,84.72,0.45,171.57,4.1,994.02,10.28,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-14 22:30:00,2022-01-14 22:00:00,2022-01-14 23:00:00,264.0,402.5,121.05,59.23,130.15,23.6,12.3,2.7,5.28,9.62,115.83,84.53,0.88,169.5,4.12,994.33,10.55,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-14 23:30:00,2022-01-14 23:00:00,2022-01-15 00:00:00,260.0,405.0,168.43,53.42,165.65,,11.6,2.87,4.6,10.88,127.12,84.45,0.95,175.6,4.17,994.35,10.28,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-15 00:30:00,2022-01-15 00:00:00,2022-01-15 01:00:00,289.75,438.25,177.43,54.8,175.95,,11.9,1.97,3.62,12.12,142.9,85.03,1.02,156.33,4.2,993.95,9.97,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-15 01:30:00,2022-01-15 01:00:00,2022-01-15 02:00:00,273.5,410.5,171.9,44.22,163.48,,12.38,1.52,4.45,11.12,134.93,85.25,0.9,167.53,4.15,993.83,9.65,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-15 02:30:00,2022-01-15 02:00:00,2022-01-15 03:00:00,240.25,363.5,120.25,43.73,120.93,,12.85,0.82,2.33,10.38,127.33,85.08,1.45,172.0,4.1,993.7,9.8,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-15 03:30:00,2022-01-15 03:00:00,2022-01-15 04:00:00,177.0,287.75,29.52,39.75,45.2,,11.4,0.4,3.78,7.53,88.47,83.92,1.45,171.25,4.1,993.7,9.75,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-15 04:30:00,2022-01-15 04:00:00,2022-01-15 05:00:00,102.75,183.75,8.58,27.3,21.55,,10.1,0.27,8.55,4.28,55.03,83.88,1.02,160.3,4.12,993.58,9.43,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-15 05:30:00,2022-01-15 05:00:00,2022-01-15 06:00:00,77.25,133.25,4.28,23.2,15.85,,10.18,0.13,13.47,3.0,30.48,83.25,1.03,161.38,4.12,994.02,9.3,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-15 06:30:00,2022-01-15 06:00:00,2022-01-15 07:00:00,80.25,129.75,5.47,26.05,18.3,,9.77,0.6,14.95,2.55,22.38,81.8,1.15,213.9,4.12,994.88,9.35,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-15 07:30:00,2022-01-15 07:00:00,2022-01-15 08:00:00,96.75,136.25,5.15,28.62,19.43,,9.15,0.62,14.12,2.42,16.65,81.72,1.15,168.8,6.2,995.25,9.22,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-15 08:30:00,2022-01-15 08:00:00,2022-01-15 09:00:00,99.25,141.75,6.1,30.45,21.2,,9.05,0.6,13.68,2.52,17.77,80.83,1.33,168.73,15.2,996.3,9.4,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-15 09:30:00,2022-01-15 09:00:00,2022-01-15 10:00:00,100.5,149.0,8.55,31.2,23.52,,9.0,0.65,12.55,2.7,23.65,78.97,0.95,134.5,32.0,997.03,9.82,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-15 10:30:00,2022-01-15 10:00:00,2022-01-15 11:00:00,107.5,159.0,10.68,36.08,27.8,,10.25,0.75,9.47,2.85,25.1,76.1,0.65,29.73,55.65,997.35,10.7,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-15 11:30:00,2022-01-15 11:00:00,2022-01-15 12:00:00,126.5,173.0,11.28,37.45,29.12,68.7,11.45,0.83,12.95,3.0,27.95,73.15,0.65,86.1,75.3,997.17,11.28,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-15 12:30:00,2022-01-15 12:00:00,2022-01-15 13:00:00,134.25,182.5,11.07,38.45,29.48,44.8,11.87,0.75,15.25,3.03,24.5,70.35,0.67,119.97,105.55,996.45,12.0,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-15 13:30:00,2022-01-15 13:00:00,2022-01-15 14:00:00,144.33,204.0,10.75,44.8,32.58,,9.75,0.83,21.15,3.17,24.83,65.8,0.93,175.43,194.28,995.28,13.4,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-15 14:30:00,2022-01-15 14:00:00,2022-01-15 15:00:00,170.5,236.25,10.3,53.98,37.15,,8.12,0.92,28.2,4.7,34.3,64.62,1.12,208.4,155.4,994.4,14.0,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-15 15:30:00,2022-01-15 15:00:00,2022-01-15 16:00:00,196.75,268.75,8.88,63.33,40.98,,7.3,0.9,24.72,4.45,34.4,65.78,0.93,162.08,94.6,994.28,13.85,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-15 16:30:00,2022-01-15 16:00:00,2022-01-15 17:00:00,203.25,269.5,7.25,68.13,41.9,,6.83,0.97,18.75,4.18,33.67,68.52,0.82,144.82,39.97,994.23,13.5,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-15 17:30:00,2022-01-15 17:00:00,2022-01-15 18:00:00,206.5,284.0,13.25,66.92,46.45,,6.55,1.37,6.8,6.68,56.83,72.5,1.95,172.85,6.95,994.88,12.38,0.0,0.0,28.530785,77.271255
"Okhla Phase-2, Delhi - DPCC",2022-01-15 18:30:00,2022-01-15 18:00:00,2022-01-15 19:00:00,251.75,356.0,14.1,53.95,40.23,,6.93,0.97,4.27,7.65,81.3,74.38,2.22,176.38,4.22,995.58,11.68,0.0,0.0,28.530785,77.271255
