station,time,From Date,To Date,PM2.5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,RH,WS,WD,SR,BP,AT,RF,TOT-RF,latitude,longitude
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-17 05:30:00,2022-01-17 05:00:00,2022-01-17 06:00:00,119.75,177.0,14.95,49.9,38.8,22.45,9.25,1.52,20.45,1.9,7.05,85.4,1.22,109.8,3.35,997.33,11.38,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-17 06:30:00,2022-01-17 06:00:00,2022-01-17 07:00:00,136.0,195.75,9.9,45.7,32.35,25.07,8.78,1.45,31.33,1.58,7.58,84.58,1.13,105.75,3.3,997.88,11.3,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-17 07:30:00,2022-01-17 07:00:00,2022-01-17 08:00:00,123.75,171.75,11.02,48.7,34.92,23.23,8.6,1.43,27.15,1.55,7.98,83.75,1.38,261.12,8.95,998.1,11.27,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-17 08:30:00,2022-01-17 08:00:00,2022-01-17 09:00:00,123.25,173.75,12.35,46.97,35.0,21.7,8.27,1.4,33.58,1.5,5.8,81.82,1.38,237.27,34.0,998.88,11.43,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-17 09:30:00,2022-01-17 09:00:00,2022-01-17 10:00:00,126.0,174.75,16.57,55.4,43.05,21.05,8.07,1.48,27.4,1.62,6.15,78.5,1.52,176.9,72.75,999.6,11.98,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-17 10:30:00,2022-01-17 10:00:00,2022-01-17 11:00:00,130.75,177.0,12.13,46.67,34.75,20.88,8.15,1.42,39.95,1.7,6.38,73.78,1.23,178.72,147.18,1000.0,12.72,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-17 11:30:00,2022-01-17 11:00:00,2022-01-17 12:00:00,130.0,177.0,13.5,59.5,42.67,18.67,8.05,1.53,44.12,1.75,7.0,69.53,1.25,244.15,139.55,999.45,13.43,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-17 12:30:00,2022-01-17 12:00:00,2022-01-17 13:00:00,144.5,211.5,14.23,71.2,49.42,19.57,8.4,1.6,53.78,2.02,9.3,66.2,1.1,234.28,104.5,998.9,14.03,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-17 13:30:00,2022-01-17 13:00:00,2022-01-17 14:00:00,162.5,239.5,15.6,83.53,57.17,19.7,8.68,1.67,62.85,2.25,11.15,61.9,1.35,140.85,154.65,997.92,15.0,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-17 14:30:00,2022-01-17 14:00:00,2022-01-17 15:00:00,164.75,253.5,14.95,95.05,62.67,20.88,8.82,1.65,62.93,2.12,11.82,60.15,0.9,325.8,135.78,997.23,15.38,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-17 15:30:00,2022-01-17 15:00:00,2022-01-17 16:00:00,158.75,244.5,12.12,93.68,59.7,21.65,8.88,1.68,74.38,2.1,11.8,60.05,0.93,229.03,94.75,996.63,15.4,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-17 16:30:00,2022-01-17 16:00:00,2022-01-17 17:00:00,179.0,276.0,21.32,111.88,77.05,16.73,9.55,1.9,39.35,2.48,14.2,66.7,2.35,287.8,56.7,996.6,14.45,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-17 17:30:00,2022-01-17 17:00:00,2022-01-17 18:00:00,239.75,386.75,31.8,124.18,91.92,21.08,10.32,2.05,14.53,2.85,19.48,71.75,1.75,284.88,15.98,997.1,13.75,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-17 18:30:00,2022-01-17 18:00:00,2022-01-17 19:00:00,253.75,390.25,62.9,115.55,112.67,15.6,11.72,2.45,3.23,3.52,22.25,80.0,1.38,231.05,3.1,997.4,12.68,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-17 19:30:00,2022-01-17 19:00:00,2022-01-17 20:00:00,229.25,366.75,59.32,98.7,100.95,17.0,12.55,2.3,3.32,3.88,28.3,84.93,1.32,178.55,3.28,998.4,12.15,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-17 20:30:00,2022-01-17 20:00:00,2022-01-17 21:00:00,199.25,315.25,40.25,77.67,74.12,18.23,11.9,1.9,2.98,3.1,17.35,84.48,1.23,339.27,3.2,998.62,12.28,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-17 21:30:00,2022-01-17 21:00:00,2022-01-17 22:00:00,160.25,238.5,32.4,64.08,60.6,20.5,11.65,1.73,3.55,2.83,12.1,85.45,1.25,342.08,3.2,998.95,12.0,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-17 22:30:00,2022-01-17 22:00:00,2022-01-17 23:00:00,157.25,221.25,45.55,62.65,70.42,21.85,11.05,1.75,3.15,2.57,10.2,88.45,1.17,200.0,3.42,999.12,11.57,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-17 23:30:00,2022-01-17 23:00:00,2022-01-18 00:00:00,151.0,217.5,36.88,57.48,60.67,23.73,10.7,1.57,2.65,2.67,10.1,91.27,1.62,103.07,3.58,999.15,11.3,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-18 00:30:00,2022-01-18 00:00:00,2022-01-18 01:00:00,136.5,212.75,37.45,55.92,60.42,24.0,10.75,2.02,2.48,2.55,9.07,91.4,1.25,175.3,3.5,998.58,11.47,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-18 01:30:00,2022-01-18 01:00:00,2022-01-18 02:00:00,135.5,226.75,19.2,66.62,51.08,24.73,10.82,1.98,8.3,2.73,11.75,88.67,2.35,123.4,3.5,998.27,11.97,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-18 02:30:00,2022-01-18 02:00:00,2022-01-18 03:00:00,174.75,292.5,6.4,71.9,43.4,23.2,10.1,,11.7,2.9,26.08,85.85,2.55,121.77,3.52,997.72,12.12,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-18 03:30:00,2022-01-18 03:00:00,2022-01-18 04:00:00,235.25,352.5,7.02,55.23,35.12,23.67,10.32,2.17,29.55,2.97,27.82,84.8,2.48,126.18,3.5,997.17,12.1,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-18 04:30:00,2022-01-18 04:00:00,2022-01-18 05:00:00,236.5,335.75,5.55,47.47,29.75,22.73,10.1,2.0,34.62,2.65,17.9,84.43,2.62,104.8,3.52,996.73,11.97,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-18 05:30:00,2022-01-18 05:00:00,2022-01-18 06:00:00,227.25,324.75,4.58,46.75,28.58,23.02,10.3,1.98,34.82,2.58,16.0,83.78,2.6,115.05,3.55,996.35,11.78,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-18 06:30:00,2022-01-18 06:00:00,2022-01-18 07:00:00,220.5,323.0,7.4,50.15,32.83,22.23,10.2,1.92,29.3,2.48,14.5,83.4,2.25,103.92,3.65,996.38,11.67,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-18 07:30:00,2022-01-18 07:00:00,2022-01-18 08:00:00,218.0,329.5,8.35,56.9,37.08,22.32,10.15,1.88,18.5,2.35,13.15,83.27,2.75,110.1,7.88,997.0,11.62,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-18 08:30:00,2022-01-18 08:00:00,2022-01-18 09:00:00,224.0,333.33,10.05,54.4,37.2,22.85,10.12,1.88,25.38,2.35,16.88,81.45,2.98,99.58,29.23,997.53,11.65,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-18 09:30:00,2022-01-18 09:00:00,2022-01-18 10:00:00,226.25,335.75,8.97,54.32,36.28,22.2,10.28,1.88,28.93,2.45,18.12,79.18,3.05,130.45,78.72,997.92,11.95,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-18 10:30:00,2022-01-18 10:00:00,2022-01-18 11:00:00,234.25,333.25,11.18,51.77,36.7,20.25,10.07,1.9,40.08,2.6,17.18,75.45,2.85,115.78,134.8,998.12,12.68,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-18 11:30:00,2022-01-18 11:00:00,2022-01-18 12:00:00,241.5,350.5,9.47,50.27,34.55,19.52,9.62,1.85,59.4,2.82,15.77,71.43,3.15,121.47,157.75,997.6,13.3,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-18 12:30:00,2022-01-18 12:00:00,2022-01-18 13:00:00,248.75,355.0,9.55,51.9,35.4,19.02,9.93,1.83,76.1,3.0,18.08,66.8,2.25,130.5,134.88,996.38,14.15,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-18 13:30:00,2022-01-18 13:00:00,2022-01-18 14:00:00,225.25,314.25,7.72,52.2,34.08,19.05,10.28,1.8,87.5,3.0,17.03,65.0,3.45,118.4,106.63,995.48,14.42,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-18 14:30:00,2022-01-18 14:00:00,2022-01-18 15:00:00,178.0,272.5,6.7,45.0,29.4,17.95,10.62,1.7,91.35,2.27,14.95,64.17,3.65,114.1,86.38,994.65,14.6,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-18 15:30:00,2022-01-18 15:00:00,2022-01-18 16:00:00,156.75,258.0,8.53,43.12,29.88,19.65,9.15,1.58,75.3,2.33,16.95,66.75,3.92,121.88,75.0,994.35,14.3,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-18 16:30:00,2022-01-18 16:00:00,2022-01-18 17:00:00,142.0,215.25,7.17,45.45,29.95,19.23,8.9,1.52,55.08,2.0,16.95,69.92,3.85,124.8,47.15,994.58,13.7,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-18 17:30:00,2022-01-18 17:00:00,2022-01-18 18:00:00,128.25,202.0,9.57,60.52,39.98,19.62,9.43,1.57,26.62,2.62,18.6,75.42,2.7,123.92,13.0,994.17,13.1,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-18 18:30:00,2022-01-18 18:00:00,2022-01-18 19:00:00,134.25,203.5,42.62,75.53,74.85,15.1,10.02,2.0,3.02,2.73,17.6,81.9,2.08,121.92,3.48,994.23,12.38,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-18 19:30:00,2022-01-18 19:00:00,2022-01-18 20:00:00,145.25,232.5,49.4,73.57,79.33,15.97,10.72,2.2,2.15,3.65,20.25,85.47,1.85,118.9,3.48,994.7,11.85,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-18 20:30:00,2022-01-18 20:00:00,2022-01-18 21:00:00,163.0,259.0,73.1,71.3,97.35,15.25,11.7,2.5,2.75,4.15,25.9,87.35,1.95,131.53,3.4,995.45,11.68,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-18 21:30:00,2022-01-18 21:00:00,2022-01-18 22:00:00,177.25,279.5,65.4,67.25,88.95,18.7,12.7,2.35,3.03,3.65,30.63,87.6,2.38,117.07,3.43,996.42,11.68,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-18 22:30:00,2022-01-18 22:00:00,2022-01-18 23:00:00,174.5,275.25,21.88,61.0,50.3,23.45,12.27,1.95,2.65,3.12,28.0,87.88,1.15,107.67,3.38,995.73,11.3,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-18 23:30:00,2022-01-18 23:00:00,2022-01-19 00:00:00,169.25,267.25,44.78,51.57,63.98,21.2,11.87,2.07,2.7,2.88,23.8,91.4,1.43,131.0,3.4,995.88,10.73,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-19 00:30:00,2022-01-19 00:00:00,2022-01-19 01:00:00,153.25,269.25,69.88,52.82,85.1,19.7,12.4,2.35,2.38,2.83,17.27,91.45,1.48,142.52,3.35,995.67,10.73,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-19 01:30:00,2022-01-19 01:00:00,2022-01-19 02:00:00,136.0,264.0,61.43,51.25,77.38,20.95,12.5,2.18,3.2,2.5,11.1,91.35,1.58,117.4,3.43,995.48,10.72,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-19 02:30:00,2022-01-19 02:00:00,2022-01-19 03:00:00,127.0,243.0,10.3,55.1,37.7,22.9,10.4,2.0,2.75,2.55,10.62,90.6,2.58,121.6,3.43,995.42,11.62,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-19 03:30:00,2022-01-19 03:00:00,2022-01-19 04:00:00,134.75,271.0,5.93,42.5,27.38,22.83,10.2,2.0,25.8,2.62,12.22,87.88,3.0,125.95,3.4,995.12,11.7,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-19 04:30:00,2022-01-19 04:00:00,2022-01-19 05:00:00,164.5,302.25,4.1,37.73,23.4,21.82,10.32,1.92,34.95,2.4,11.3,87.2,2.88,121.1,3.4,994.78,11.68,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-19 05:30:00,2022-01-19 05:00:00,2022-01-19 06:00:00,183.5,303.0,4.72,40.6,25.42,22.53,10.4,1.88,36.8,2.35,10.5,86.48,2.85,124.0,3.45,994.77,11.7,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-19 06:30:00,2022-01-19 06:00:00,2022-01-19 07:00:00,180.75,292.25,6.33,42.85,28.05,24.27,10.12,1.83,35.42,2.15,9.0,86.1,2.63,123.05,3.42,994.62,11.7,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-19 07:30:00,2022-01-19 07:00:00,2022-01-19 08:00:00,174.25,281.5,7.2,48.75,31.68,24.68,9.82,1.78,26.62,2.1,7.45,86.12,2.33,120.52,7.67,995.12,11.7,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-19 08:30:00,2022-01-19 08:00:00,2022-01-19 09:00:00,161.25,255.25,7.78,53.12,34.62,24.7,9.68,1.7,28.78,2.02,6.43,84.92,2.62,125.55,25.98,995.48,11.85,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-19 09:30:00,2022-01-19 09:00:00,2022-01-19 10:00:00,146.5,223.5,8.85,50.88,34.25,24.67,9.9,1.65,30.68,2.02,6.55,83.1,1.72,119.97,61.33,995.75,12.22,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-19 10:30:00,2022-01-19 10:00:00,2022-01-19 11:00:00,147.0,217.5,12.47,54.15,38.97,22.27,10.15,1.75,33.35,2.2,7.2,77.18,1.1,150.82,122.88,995.33,13.1,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-19 11:30:00,2022-01-19 11:00:00,2022-01-19 12:00:00,155.75,221.75,15.52,61.2,45.17,22.27,9.98,1.8,39.7,2.27,8.1,68.95,0.88,136.22,190.47,994.8,14.68,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-19 12:30:00,2022-01-19 12:00:00,2022-01-19 13:00:00,164.75,222.25,13.53,66.42,46.3,22.42,10.3,1.8,64.03,2.4,9.23,64.62,1.68,148.4,125.5,994.25,15.45,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-19 13:30:00,2022-01-19 13:00:00,2022-01-19 14:00:00,167.0,229.75,10.43,75.35,48.5,23.2,10.2,1.85,85.7,2.32,10.05,60.1,1.33,86.12,100.7,993.0,16.48,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-19 14:30:00,2022-01-19 14:00:00,2022-01-19 15:00:00,172.5,254.25,7.3,76.05,46.35,25.12,10.4,1.9,131.28,2.48,15.62,61.1,2.52,94.45,109.15,992.1,16.15,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-19 15:30:00,2022-01-19 15:00:00,2022-01-19 16:00:00,189.0,299.25,9.15,71.55,45.47,26.25,10.47,1.82,123.07,2.6,16.05,63.02,2.58,116.9,87.03,991.35,15.85,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-19 16:30:00,2022-01-19 16:00:00,2022-01-19 17:00:00,190.75,312.25,7.75,74.78,46.0,26.1,10.85,1.8,107.85,2.4,18.1,64.3,2.03,126.82,44.35,990.88,15.57,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-19 17:30:00,2022-01-19 17:00:00,2022-01-19 18:00:00,197.25,307.5,9.53,107.08,64.72,24.63,11.2,2.0,47.05,2.62,26.7,70.3,1.7,131.57,12.62,990.88,14.8,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-19 18:30:00,2022-01-19 18:00:00,2022-01-19 19:00:00,200.0,320.0,37.52,119.9,94.48,18.82,11.9,2.3,7.4,3.27,35.33,79.98,1.02,208.0,3.23,990.73,13.53,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-19 19:30:00,2022-01-19 19:00:00,2022-01-19 20:00:00,198.75,331.75,64.12,104.97,108.17,17.48,12.47,2.42,5.45,3.4,29.15,87.3,0.8,209.42,3.2,991.4,12.73,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-19 20:30:00,2022-01-19 20:00:00,2022-01-19 21:00:00,221.5,381.75,79.22,107.85,121.95,17.42,14.15,2.88,17.0,4.15,36.65,90.6,1.12,226.28,3.17,991.65,12.75,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-19 21:30:00,2022-01-19 21:00:00,2022-01-19 22:00:00,279.0,504.25,136.75,116.22,173.92,12.05,16.05,3.43,23.05,4.55,41.85,90.2,0.88,207.27,3.27,991.6,12.85,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-19 22:30:00,2022-01-19 22:00:00,2022-01-19 23:00:00,286.25,556.0,104.98,98.45,137.97,20.0,17.73,3.15,10.35,4.47,40.7,91.55,1.02,237.93,3.15,991.8,12.75,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-19 23:30:00,2022-01-19 23:00:00,2022-01-20 00:00:00,254.75,470.75,69.65,81.7,100.08,25.7,17.03,2.63,2.5,3.9,22.95,91.5,1.45,251.8,3.2,991.38,12.92,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-20 00:30:00,2022-01-20 00:00:00,2022-01-20 01:00:00,228.5,403.75,73.93,77.12,101.2,24.38,14.27,2.68,2.75,3.57,16.9,90.28,1.3,257.85,3.1,990.97,13.05,0.0,0.0,28.58028,77.233829
"Jawaharlal Nehru Stadium, Delhi - DPCC",2022-01-20 01:30:00,2022-01-20 01:00:00,2022-01-20 02:00:00,218.0,390.75,61.15,66.12,85.3,24.3,13.05,2.4,3.5,3.43,15.42,89.0,1.42,274.38,3.12,990.35,13.1,0.0,0.0,28.58028,77.233829
